0.010000 0.011797
0.010000 0.028707
0.010000 0.028691
0.010000 0.025197
0.010000 0.037196
0.010000 0.038217
0.010000 0.045732
0.010000 0.029315
0.010000 0.049844
0.010000 0.044688
0.010000 0.041896
0.010000 0.067600
0.010000 0.069423
0.010000 0.087366
0.010000 0.092592
0.010000 0.066744
0.010000 0.084776
0.010000 0.069629
0.010000 0.089949
0.010000 0.090751
0.010000 0.077555
0.010000 0.051491
0.010000 0.061497
0.010000 0.068802
0.010000 0.077650
0.010000 0.096164
0.010000 0.069764
0.010000 0.069496
0.010000 0.073500
0.010000 0.086673
0.010000 0.108138
0.010000 0.112510
0.010000 0.124882
0.010000 0.125038
0.010000 0.141479
0.010000 0.122886
0.010000 0.102881
0.010000 0.105611
0.010000 0.095600
0.010000 0.101520
0.010000 0.096318
0.010000 0.089418
0.010000 0.087973
0.010000 0.070555
0.010000 0.081196
0.010000 0.086644
0.010000 0.077190
0.010000 0.075029
0.010000 0.101123
0.010000 0.090146
0.010000 0.113289
0.010000 0.112367
0.010000 0.119216
0.010000 0.137136
0.010000 0.127505
0.010000 0.116878
0.010000 0.124263
0.010000 0.143775
0.010000 0.138225
0.010000 0.163762
0.010000 0.166200
0.010000 0.164340
0.010000 0.173583
0.010000 0.178045
0.010000 0.155505
0.010000 0.160518
0.010000 0.164545
0.010000 0.145448
0.010000 0.130618
0.010000 0.131863
0.010000 0.172520
0.010000 0.162660
0.010000 0.148349
0.010000 0.153787
0.010000 0.173720
0.010000 0.151814
0.010000 0.152243
0.010000 0.152204
0.010000 0.148105
0.010000 0.129547
0.010000 0.089020
0.010000 0.094232
0.010000 0.092501
0.010000 0.102763
0.010000 0.100800
0.010000 0.106807
0.010000 0.096669
0.010000 0.075239
0.010000 0.072451
0.010000 0.051041
0.010000 0.022597
0.010000 0.046394
0.010000 0.038526
0.010000 0.046968
0.010000 0.034257
0.010000 0.030648
0.010000 0.015801
0.010000 0.037070
0.010000 0.041388
0.010000 0.033825
0.010000 0.041146
0.010000 0.031480
0.010000 0.021677
0.010000 0.033597
0.010000 0.021032
0.010000 0.030565
0.010000 0.041038
0.010000 0.029225
0.010000 0.029287
0.010000 0.033164
0.010000 0.051540
0.010000 0.048805
0.010000 0.042542
0.010000 0.035155
0.010000 0.027569
0.010000 0.010383
0.010000 0.008070
0.010000 0.012067
0.010000 0.026496
0.010000 0.028948
0.010000 0.039316
0.010000 0.069364
0.010000 0.078679
0.010000 0.103531
0.010000 0.080202
0.010000 0.069017
0.010000 0.067570
0.010000 0.057976
0.010000 0.056391
0.010000 0.068750
0.010000 0.094153
0.010000 0.110862
0.010000 0.093432
0.010000 0.091246
0.010000 0.085094
0.010000 0.087774
0.010000 0.087403
0.010000 0.064854
0.010000 0.045139
0.010000 0.063019
0.010000 0.076956
0.010000 0.083216
0.010000 0.096656
0.010000 0.096100
0.010000 0.084311
0.010000 0.043261
0.010000 0.030377
0.010000 0.048032
0.010000 0.056631
0.010000 0.040534
0.010000 0.048017
0.010000 0.059004
0.010000 0.051719
0.010000 0.051144
0.010000 0.046978
0.010000 0.080066
0.010000 0.073663
0.010000 0.068728
0.010000 0.050072
0.010000 0.055989
0.010000 0.022715
0.010000 0.026796
0.010000 0.036556
0.010000 0.065513
0.010000 0.079951
0.010000 0.073988
0.010000 0.062337
0.010000 0.055027
0.010000 0.036786
0.010000 0.051382
0.010000 0.054543
0.010000 0.051683
0.010000 0.064426
0.010000 0.071538
0.010000 0.075762
0.010000 0.082079
0.010000 0.073013
0.010000 0.074330
0.010000 0.078735
0.010000 0.079329
0.010000 0.060880
0.010000 0.053854
0.010000 0.037359
0.010000 0.037879
0.010000 0.039158
0.010000 0.043411
0.010000 0.062172
0.010000 0.081051
0.010000 0.080384
0.010000 0.099614
0.010000 0.114372
0.010000 0.112730
0.010000 0.094686
0.010000 0.091810
0.010000 0.091211
0.010000 0.070323
0.010000 0.099353
0.010000 0.084358
0.010000 0.099603
0.010000 0.098861
0.010000 0.093478
0.010000 0.084007
0.010000 0.080130
0.010000 0.065743
0.010000 0.082544
0.010000 0.098209
0.010000 0.121385
0.010000 0.124833
0.010000 0.125435
0.010000 0.149328
0.010000 0.156436
0.010000 0.150305
0.010000 0.152444
0.010000 0.150090
0.010000 0.147450
0.010000 0.155819
0.010000 0.154246
0.010000 0.158717
0.010000 0.154026
0.010000 0.162415
0.010000 0.158513
0.010000 0.166085
0.010000 0.154183
0.010000 0.160728
0.010000 0.151454
0.010000 0.163535
0.010000 0.134785
0.010000 0.129088
0.010000 0.116552
0.010000 0.119925
0.010000 0.135329
0.010000 0.145805
0.010000 0.158604
0.010000 0.165354
0.010000 0.145700
