2.676028 2.440201 1.022843 3.765603 3.438451 0.801745 4.525915 3.792461 1.689807 3.928999 3.804863 -0.480202 3.327914 3.442672 -1.188385 5.107852 4.481319 -1.045894 5.870414 3.717935 -1.092192 4.663013 4.890262 -2.505165 5.691720 5.721359 -0.317490 6.901293 5.936563 -0.262950 4.772597 6.577753 0.155805 3.821018 6.282549 0.118905 5.157636 7.803613 0.874173 
2.674080 2.458185 0.984423 3.803225 3.411065 0.790991 4.496233 3.829228 1.727548 3.937703 3.812551 -0.464005 3.327312 3.470805 -1.174386 5.088379 4.447260 -1.080472 5.920879 3.759415 -1.095067 4.665128 4.887885 -2.559326 5.650427 5.713962 -0.356808 6.882987 5.886149 -0.313210 4.775480 6.554705 0.233362 3.804804 6.330713 0.193048 5.183363 7.768076 0.884902 
2.649823 2.524858 1.016747 3.838036 3.383171 0.767156 4.587953 3.703857 1.703035 3.935565 3.854886 -0.491824 3.280545 3.539936 -1.174293 5.099949 4.471446 -1.084651 5.911973 3.759900 -1.057836 4.731072 4.809933 -2.544815 5.625105 5.697788 -0.369832 6.857054 5.871115 -0.347755 4.746419 6.578297 0.199324 3.767278 6.394224 0.236858 5.179227 7.740589 0.918886 
2.702971 2.566376 1.084735 3.816948 3.457683 0.736995 4.548912 3.737565 1.619947 3.963365 3.804481 -0.496988 3.254107 3.493101 -1.124686 5.113679 4.481887 -1.076051 5.892235 3.733446 -1.066837 4.746294 4.738627 -2.536542 5.666083 5.745382 -0.375797 6.874032 5.986532 -0.318320 4.747246 6.574463 0.206317 3.786016 6.312250 0.170390 5.098113 7.698207 0.947839 
2.640420 2.499235 1.044345 3.805602 3.409964 0.775548 4.559694 3.716786 1.667841 3.957514 3.804470 -0.512400 3.224575 3.540255 -1.134494 5.129250 4.459550 -1.054536 5.923388 3.727926 -1.076196 4.764548 4.828500 -2.510791 5.653401 5.725759 -0.317696 6.851093 5.887948 -0.221107 4.758592 6.621810 0.104712 3.794270 6.369619 0.082539 5.147653 7.738177 0.923235 
2.691123 2.418037 0.971670 3.799951 3.381319 0.768688 4.498589 3.893548 1.682088 3.928955 3.766180 -0.513323 3.188810 3.519270 -1.133991 5.118877 4.442896 -1.065686 5.949797 3.753124 -1.079395 4.718625 4.810637 -2.539252 5.646346 5.726010 -0.383886 6.863142 5.927833 -0.300490 4.806737 6.573781 0.219925 3.836751 6.343585 0.231970 5.162297 7.773779 0.912683 
2.698684 2.446465 0.981732 3.781735 3.414213 0.804995 4.535528 3.751715 1.725812 3.944634 3.801314 -0.468298 3.271829 3.527731 -1.151302 5.098218 4.482022 -1.054729 5.863704 3.720433 -1.034429 4.741343 4.857498 -2.600773 5.648309 5.730536 -0.363358 6.872117 5.917291 -0.266947 4.765082 6.577606 0.180504 3.797902 6.335797 0.170499 5.190916 7.767380 0.847293 
2.679816 2.530636 1.041939 3.818567 3.402932 0.752555 4.548531 3.767262 1.626297 3.950578 3.849717 -0.476863 3.289193 3.514356 -1.143281 5.139751 4.500868 -1.063239 5.914627 3.749498 -1.100804 4.708557 4.791060 -2.497731 5.643303 5.721118 -0.344589 6.848875 5.904066 -0.368881 4.733261 6.556421 0.225392 3.766865 6.311842 0.208960 5.168076 7.730224 0.911244 
2.628774 2.574248 1.112235 3.815175 3.377482 0.743896 4.538656 3.650146 1.663085 3.951115 3.829538 -0.530795 3.291032 3.496078 -1.199453 5.122942 4.491969 -1.070591 5.946112 3.793163 -1.092103 4.750827 4.844553 -2.483926 5.604688 5.721483 -0.353294 6.834611 5.859979 -0.250839 4.737395 6.608192 0.149826 3.780017 6.341878 0.230527 5.208656 7.741290 0.852430 
2.696970 2.512956 1.074649 3.794061 3.443375 0.748757 4.500722 3.794234 1.667360 3.906612 3.784406 -0.533066 3.271306 3.412817 -1.205611 5.069118 4.461404 -1.066956 5.924015 3.801549 -1.054940 4.788478 4.820043 -2.579200 5.608748 5.731171 -0.357690 6.821761 5.905884 -0.326111 4.778052 6.576008 0.231308 3.818510 6.305296 0.232640 5.231647 7.780856 0.939859 
2.678665 2.391792 1.002062 3.817185 3.395988 0.801001 4.545417 3.833332 1.683002 3.906514 3.865290 -0.457665 3.247584 3.543386 -1.133090 5.077419 4.493259 -1.074980 5.848056 3.737193 -1.045287 4.815184 4.807029 -2.594951 5.671034 5.720132 -0.370308 6.852427 5.873971 -0.263169 4.767158 6.572004 0.168557 3.793856 6.362226 0.116718 5.189502 7.734397 0.939110 
2.662646 2.499899 1.088870 3.850189 3.381860 0.810948 4.532271 3.891831 1.660371 3.952221 3.788925 -0.497883 3.257757 3.538439 -1.167947 5.109238 4.496783 -1.071229 5.844685 3.708079 -1.130085 4.786263 4.820250 -2.533469 5.687168 5.707729 -0.342775 6.884703 5.950863 -0.284478 4.754956 6.557477 0.157551 3.793073 6.295964 0.137504 5.094830 7.691901 0.943623 
2.647113 2.545377 1.089935 3.830968 3.406608 0.793668 4.536828 3.732444 1.685087 3.952542 3.838272 -0.472200 3.267011 3.564705 -1.142438 5.114838 4.449733 -1.058951 5.900581 3.714594 -1.151566 4.813437 4.898233 -2.512460 5.636061 5.677378 -0.374475 6.880617 5.897476 -0.329246 4.743114 6.557539 0.155043 3.789038 6.269219 0.179948 5.097853 7.778421 0.908655 
2.698511 2.518532 1.064898 3.771919 3.445613 0.764833 4.557487 3.704930 1.672645 3.920330 3.777050 -0.521167 3.223965 3.525557 -1.188877 5.102313 4.447721 -1.053663 5.951251 3.781921 -1.102813 4.797597 4.833919 -2.535341 5.622382 5.676379 -0.338713 6.837633 5.943270 -0.390802 4.756831 6.507898 0.299104 3.771084 6.370431 0.240662 5.198699 7.796779 0.860233 
2.707806 2.412813 1.023856 3.803559 3.369478 0.757265 4.485624 3.794073 1.740184 3.940347 3.832178 -0.485159 3.274445 3.562890 -1.176582 5.093387 4.476148 -1.054913 5.866711 3.722686 -1.080700 4.783113 4.851535 -2.512383 5.641522 5.704959 -0.373741 6.807043 5.941644 -0.279265 4.756697 6.567615 0.188880 3.790530 6.321786 0.198802 5.259218 7.772195 0.824755 
2.637182 2.417344 1.048041 3.751773 3.381913 0.778362 4.553573 3.805938 1.645109 3.920833 3.804914 -0.487324 3.270125 3.485305 -1.171749 5.121822 4.520499 -1.071782 5.879665 3.752383 -1.117298 4.782686 4.823308 -2.501398 5.642761 5.745558 -0.366000 6.840603 5.892065 -0.283387 4.777727 6.581391 0.190584 3.807033 6.355306 0.216018 5.224215 7.764075 0.891824 
2.658417 2.504422 1.034977 3.807673 3.422787 0.784334 4.498346 3.779975 1.707022 3.945583 3.796127 -0.520110 3.242530 3.433777 -1.127093 5.110187 4.521068 -1.049469 5.907937 3.797602 -1.130669 4.775048 4.788051 -2.522035 5.639698 5.717185 -0.357501 6.865034 5.971304 -0.351323 4.780262 6.539364 0.210514 3.810177 6.325919 0.124578 5.169110 7.732420 0.967774 
2.603881 2.518051 0.997940 3.791004 3.384520 0.789113 4.471482 3.673812 1.714186 3.984740 3.836988 -0.476200 3.310540 3.433021 -1.089613 5.118193 4.455511 -1.052944 5.937805 3.755223 -1.117999 4.730742 4.883821 -2.519067 5.624321 5.716075 -0.353227 6.834411 5.942851 -0.336745 4.789208 6.602851 0.155785 3.816582 6.385613 0.127218 5.197091 7.741662 0.932552 
2.699519 2.499160 1.011669 3.801164 3.385708 0.787011 4.478174 3.771062 1.709329 3.985991 3.799136 -0.486522 3.343778 3.484853 -1.181359 5.090512 4.490210 -1.053450 5.853724 3.727931 -1.106718 4.669312 4.837754 -2.491122 5.666538 5.722149 -0.382147 6.849098 5.999050 -0.359923 4.779005 6.549392 0.202899 3.810639 6.319373 0.260925 5.182545 7.744222 0.860411 
2.657788 2.423932 0.992731 3.799719 3.380482 0.774189 4.566360 3.699632 1.713885 3.902669 3.845172 -0.489833 3.263903 3.527102 -1.186122 5.060154 4.490292 -1.038683 5.857598 3.762419 -1.064845 4.756921 4.811058 -2.516828 5.651410 5.747713 -0.349623 6.876508 5.937918 -0.355801 4.786122 6.585217 0.228042 3.854455 6.233926 0.279049 5.176392 7.885137 0.784840 
2.620620 2.462660 0.997429 3.795155 3.389609 0.779876 4.521626 3.688334 1.712588 3.966947 3.821984 -0.473205 3.329504 3.471794 -1.155144 5.086255 4.452701 -1.072089 5.894434 3.737433 -1.112568 4.708533 4.817195 -2.491272 5.628331 5.737936 -0.403287 6.847675 5.948832 -0.440366 4.783715 6.582356 0.216162 3.803335 6.401124 0.220512 5.223870 7.818041 0.992365 
2.666878 2.596670 1.026555 3.823393 3.431484 0.804592 4.543143 3.678057 1.675580 3.966946 3.770033 -0.494365 3.313825 3.427764 -1.165405 5.074201 4.489591 -1.061578 5.887480 3.779180 -1.078647 4.692122 4.839445 -2.480524 5.660653 5.739082 -0.325271 6.889198 5.959270 -0.279842 4.742258 6.579535 0.184997 3.791611 6.301748 0.070480 5.158292 7.738140 0.894429 
