0.250934 0.246190 0.251284 0.251592 
0.259390 0.249427 0.250529 0.240655 
0.275585 0.214859 0.256304 0.253252 
0.289313 0.247650 0.288278 0.174759 
0.291538 0.237915 0.286945 0.183602 
0.290353 0.340539 0.360871 0.008238 
0.276948 0.338441 0.384521 0.000090 
0.282995 0.360815 0.356190 0.000000 
0.280383 0.351834 0.367783 0.000000 
0.297784 0.349471 0.352746 0.000000 
0.301542 0.360371 0.338088 0.000000 
0.278132 0.330198 0.391670 0.000000 
0.292339 0.338112 0.369549 0.000000 
0.299077 0.373729 0.327193 0.000001 
0.282161 0.370106 0.347732 0.000000 
0.309181 0.358690 0.332129 0.000000 
0.295688 0.339120 0.365192 0.000000 
0.281506 0.335503 0.382990 0.000000 
0.243671 0.307080 0.449248 0.000000 
0.252092 0.316045 0.431863 0.000000 
0.242957 0.289499 0.467543 0.000001 
0.216784 0.250516 0.532679 0.000021 
0.232227 0.247827 0.519931 0.000015 
0.251827 0.253362 0.494810 0.000001 
0.253824 0.257534 0.488642 0.000001 
0.239861 0.245394 0.514744 0.000002 
0.202914 0.203368 0.593629 0.000090 
0.242348 0.242202 0.515448 0.000001 
0.229219 0.229067 0.541692 0.000023 
0.218613 0.218055 0.563150 0.000183 
0.189748 0.191425 0.617890 0.000937 
0.162188 0.160646 0.667302 0.009864 
0.158777 0.157620 0.667902 0.015701 
0.147498 0.147012 0.652969 0.052521 
0.144049 0.144482 0.628304 0.083165 
0.162342 0.162079 0.630336 0.045243 
0.149142 0.149707 0.597529 0.103622 
0.143771 0.155812 0.641356 0.059060 
0.154462 0.164859 0.659295 0.021384 
0.174652 0.183627 0.638650 0.003071 
0.187936 0.210105 0.601117 0.000842 
0.167244 0.188763 0.639221 0.004772 
0.140108 0.156476 0.626090 0.077326 
0.129495 0.146523 0.491781 0.232201 
0.127451 0.141388 0.314094 0.417068 
0.130786 0.141525 0.481934 0.245755 
0.130770 0.143271 0.271296 0.454663 
0.159889 0.180922 0.012079 0.647110 
0.143485 0.172480 0.053943 0.630093 
0.126642 0.157596 0.353281 0.362482 
0.130882 0.162020 0.199631 0.507468 
0.126740 0.166010 0.334909 0.372341 
0.127929 0.184121 0.435792 0.252158 
0.126090 0.168558 0.217231 0.488121 
0.126862 0.166684 0.268797 0.437657 
0.124423 0.177149 0.310330 0.388098 
0.130055 0.183915 0.470934 0.215096 
0.139363 0.185861 0.623944 0.050832 
0.126955 0.148063 0.415279 0.309703 
0.133021 0.163503 0.480921 0.222554 
0.125019 0.145861 0.361209 0.367911 
0.126762 0.146370 0.364956 0.361912 
0.130926 0.166606 0.474544 0.227923 
0.140088 0.205202 0.622492 0.032218 
0.139669 0.203488 0.047772 0.609070 
0.142187 0.196620 0.030990 0.630203 
0.219322 0.302686 0.000002 0.477990 
0.163721 0.213806 0.002526 0.619947 
0.174838 0.218218 0.000827 0.606117 
0.165273 0.182167 0.011650 0.640910 
0.138925 0.164600 0.343872 0.352603 
0.142930 0.162894 0.641603 0.052573 
0.126122 0.159824 0.320738 0.393316 
0.124778 0.151758 0.397819 0.325644 
0.132885 0.175686 0.588234 0.103194 
0.134142 0.158968 0.479256 0.227634 
0.161913 0.201036 0.630800 0.006251 
0.162926 0.212009 0.612352 0.012712 
0.148316 0.206424 0.418994 0.226265 
0.121937 0.201459 0.488725 0.187879 
0.119414 0.209708 0.240686 0.430192 
0.115646 0.243841 0.363446 0.277067 
0.113740 0.229360 0.377228 0.279672 
0.107975 0.259192 0.314077 0.318756 
0.112889 0.236242 0.269204 0.381665 
0.134652 0.254074 0.580039 0.031234 
0.118476 0.239111 0.475718 0.166694 
0.114012 0.280530 0.138927 0.466531 
0.118200 0.288170 0.532838 0.060792 
0.107035 0.285537 0.349984 0.257445 
0.114184 0.300308 0.072073 0.513435 
0.107277 0.268639 0.283665 0.340420 
0.103477 0.316028 0.235846 0.344648 
0.112704 0.300816 0.122436 0.464044 
0.103269 0.293890 0.290519 0.312322 
0.105722 0.279989 0.273016 0.341273 
0.104770 0.287286 0.276431 0.331513 
0.103277 0.314664 0.232424 0.349635 
0.104413 0.285850 0.303292 0.306445 
0.108762 0.286322 0.207533 0.397383 
0.108112 0.281594 0.218455 0.391839 
0.110024 0.263639 0.326710 0.299626 
0.110553 0.263638 0.375688 0.250121 
0.113154 0.267350 0.455870 0.163626 
0.115377 0.270989 0.486613 0.127021 
0.115694 0.270537 0.242094 0.371675 
0.124242 0.270706 0.556732 0.048320 
0.120851 0.259681 0.246858 0.372611 
0.133649 0.269507 0.038903 0.557941 
0.137328 0.264642 0.090806 0.507224 
0.151375 0.281686 0.557757 0.009183 
0.124098 0.233153 0.434724 0.208025 
0.122381 0.221650 0.355400 0.300568 
0.122289 0.229593 0.248366 0.399752 
0.126761 0.213872 0.348944 0.310423 
0.149821 0.261583 0.015431 0.573166 
0.140045 0.213361 0.094106 0.552488 
0.134634 0.226204 0.506455 0.132707 
0.127324 0.226530 0.530962 0.115183 
0.126826 0.223585 0.330584 0.319005 
0.135733 0.244369 0.498674 0.121223 
0.134992 0.249804 0.437071 0.178133 
0.130237 0.250946 0.409685 0.209131 
0.154046 0.264793 0.174199 0.406962 
0.137345 0.243479 0.308754 0.310422 
0.134978 0.245262 0.316279 0.303481 
0.130923 0.241151 0.302931 0.324995 
0.143294 0.240943 0.341444 0.274318 
0.139782 0.242825 0.293790 0.323603 
0.133758 0.251465 0.230601 0.384176 
0.128805 0.253408 0.391727 0.226059 
0.127572 0.248229 0.331721 0.292478 
0.126032 0.251807 0.343104 0.279057 
0.135171 0.256573 0.487621 0.120635 
0.137371 0.249659 0.382105 0.230865 
0.145972 0.288416 0.511669 0.053943 
0.184028 0.333623 0.480691 0.001658 
0.192411 0.352750 0.062422 0.392417 
0.174977 0.305210 0.007310 0.512504 
0.165015 0.248723 0.330496 0.255766 
0.204053 0.262776 0.488284 0.044886 
0.173045 0.238172 0.289000 0.299783 
0.168862 0.263731 0.388872 0.178536 
0.164583 0.282085 0.100857 0.452474 
0.155214 0.292425 0.479398 0.072964 
0.157725 0.287203 0.437216 0.117856 
0.160119 0.276791 0.189314 0.373776 
0.173674 0.279192 0.150709 0.396424 
0.166477 0.291545 0.064379 0.477599 
0.170764 0.270579 0.376490 0.182167 
0.166999 0.268742 0.222529 0.341730 
0.156763 0.274872 0.297601 0.270765 
0.155212 0.298199 0.345453 0.201136 
0.155454 0.297999 0.329122 0.217425 
0.182084 0.276753 0.275072 0.266090 
0.199503 0.277782 0.358436 0.164279 
0.213259 0.280817 0.409239 0.096685 
0.236803 0.306463 0.430096 0.026638 
0.244138 0.292040 0.416476 0.047346 
0.226446 0.290375 0.152046 0.331133 
0.217088 0.281825 0.397589 0.103497 
0.235644 0.273762 0.301275 0.189319 
0.235021 0.272004 0.199074 0.293900 
0.274159 0.275394 0.372582 0.077865 
0.243576 0.281579 0.173603 0.301242 
0.238628 0.279501 0.151703 0.330168 
0.231702 0.289638 0.141426 0.337234 
0.246599 0.303252 0.401983 0.048166 
0.236517 0.274565 0.238055 0.250863 
0.281935 0.302006 0.101397 0.314662 
0.300508 0.329179 0.331825 0.038487 
0.268990 0.227369 0.248636 0.255005 
0.304978 0.287303 0.220811 0.186908 
0.224821 0.285897 0.236729 0.252553 
0.286064 0.291888 0.270696 0.151352 
0.185035 0.300537 0.296582 0.217846 
0.265777 0.291588 0.309247 0.133388 
0.169804 0.302892 0.295171 0.232132 
0.236836 0.275234 0.236075 0.251855 
0.187510 0.287120 0.220164 0.305207 
0.204857 0.288168 0.216742 0.290233 
0.241310 0.280857 0.241571 0.236262 
0.276466 0.288569 0.219786 0.215179 
0.260222 0.284729 0.242908 0.212141 
0.297761 0.296325 0.267030 0.138883 
0.261704 0.287831 0.225979 0.224486 
0.294113 0.296011 0.283819 0.126057 
0.169637 0.287713 0.277858 0.264792 
0.202107 0.283441 0.235976 0.278476 
0.244147 0.290746 0.185462 0.279645 
0.285572 0.291291 0.228074 0.195063 
0.283204 0.288214 0.170554 0.258029 
0.293292 0.293681 0.245577 0.167451 
0.279074 0.294344 0.289255 0.137326 
0.287003 0.301612 0.302005 0.109380 
0.268252 0.290355 0.181053 0.260340 
0.282525 0.295508 0.132727 0.289239 
0.252287 0.293970 0.159304 0.294439 
0.232330 0.283444 0.243020 0.241206 
0.242536 0.297236 0.303483 0.156745 
0.296597 0.303204 0.260609 0.139590 
0.201502 0.284776 0.305961 0.207761 
0.176129 0.331020 0.239829 0.253022 
0.241098 0.273219 0.243789 0.241894 
0.248162 0.267674 0.240274 0.243890 
0.231115 0.276018 0.268355 0.224512 
0.193405 0.279931 0.228865 0.297800 
0.147516 0.286046 0.276463 0.289975 
0.252050 0.284459 0.180429 0.283062 
0.233890 0.279106 0.235738 0.251266 
0.278123 0.287290 0.239861 0.194726 
0.299102 0.301697 0.235566 0.163634 
0.281568 0.311739 0.181557 0.225136 
0.200819 0.297225 0.298485 0.203472 
0.223752 0.287811 0.250935 0.237502 
0.190105 0.294545 0.303536 0.211813 
0.155785 0.296165 0.304471 0.243579 
0.224121 0.288035 0.276464 0.211380 
0.094176 0.301023 0.301106 0.303694 
0.057789 0.314498 0.310672 0.317040 
0.033422 0.336464 0.290645 0.339469 
0.029434 0.357127 0.277945 0.335494 
0.053860 0.331158 0.284233 0.330748 
0.048448 0.322580 0.306705 0.322268 
0.023372 0.325323 0.331011 0.320294 
0.028760 0.328634 0.317505 0.325101 
0.045473 0.355867 0.253139 0.345520 
0.070595 0.313194 0.307499 0.308712 
0.060321 0.319570 0.309348 0.310761 
0.143898 0.282660 0.293141 0.280300 
0.202817 0.282668 0.254667 0.259848 
0.182911 0.304125 0.292429 0.220536 
0.270855 0.290326 0.289931 0.148888 
0.298188 0.299205 0.273486 0.129121 
0.319804 0.312552 0.328156 0.039488 
0.313943 0.306989 0.315820 0.063248 
0.301015 0.290273 0.205767 0.202945 
0.276949 0.290039 0.278229 0.154782 
0.218296 0.287456 0.297385 0.196862 
0.283714 0.303994 0.301083 0.111209 
0.249709 0.280890 0.230733 0.238668 
0.259119 0.307889 0.292929 0.140062 
0.273104 0.284357 0.216566 0.225973 
0.155615 0.287484 0.291490 0.265410 
0.138688 0.277817 0.294816 0.288678 
0.287921 0.261459 0.266752 0.183868 
0.213552 0.311414 0.261412 0.213622 
0.275068 0.278176 0.210290 0.236466 
0.289463 0.270852 0.261599 0.178086 
0.246619 0.273857 0.282976 0.196547 
0.213022 0.287986 0.284414 0.214578 
0.218971 0.319476 0.238987 0.222565 
0.256206 0.276062 0.281244 0.186488 
0.289505 0.277908 0.189379 0.243207 
0.291783 0.282452 0.161024 0.264741 
0.280032 0.272384 0.201518 0.246065 
0.168045 0.267285 0.284414 0.280255 
0.180912 0.271923 0.282975 0.264190 
