       0   -50.633    56.279
     100   -54.386    64.240
     200   -52.195    59.428
     300   -49.556    60.204
     400   -55.433    71.460
     500   -48.365    65.783
     600   -44.059    69.188
     700   -56.233    75.525
     800   -52.127    60.202
     900   -53.139    61.785
    1000   -55.804    61.904
    1100   -57.085    61.268
    1200   -51.347    64.367
    1300   -47.119    57.853
    1400   -51.908    68.601
    1500   -47.321    60.190
    1600   -49.009    64.882
    1700   -47.528    57.882
    1800   -50.157    63.945
    1900   -46.063    58.973
    2000   -43.123    57.627
    2100   -51.431    65.691
    2200   -49.402    52.267
    2300   -53.677    59.049
    2400   -47.040    63.185
    2500   -39.498    60.309
    2600   -47.069    63.628
    2700   -46.146    65.213
    2800   -48.676    70.090
    2900   -55.237    72.498
    3000   -53.041    67.125
    3100   -47.497    63.449
    3200   -46.810    64.909
    3300   -49.797    65.164
    3400   -36.131    59.297
    3500   -49.879    61.392
    3600   -46.349    67.330
    3700   -40.660    64.885
    3800   -43.460    61.943
    3900   -53.224    63.107
    4000   -39.714    59.580
    4100   -53.653    56.947
    4200   -55.731    60.597
    4300   -47.336    69.094
    4400   -47.189    65.027
    4500   -49.644    65.379
    4600   -48.007    64.726
    4700   -51.095    67.404
    4800   -50.851    61.362
    4900   -53.763    68.642
    5000   -52.159    57.198
    5100   -48.810    61.151
    5200   -49.567    56.193
    5300   -56.079    61.153
    5400   -52.553    57.411
    5500   -48.205    60.934
    5600   -45.279    58.652
    5700   -48.364    62.491
    5800   -38.879    59.499
    5900   -52.709    56.801
    6000   -46.064    55.985
    6100   -53.681    60.655
    6200   -53.965    49.522
    6300   -50.506    60.214
    6400   -47.444    54.371
    6500   -47.526    52.359
    6600   -51.752    63.145
    6700   -48.426    60.712
    6800   -52.884    52.655
    6900   -55.316    61.820
    7000   -51.780    67.647
    7100   -42.052    58.216
    7200   -48.782    59.951
    7300   -51.090    58.039
    7400   -44.884    57.399
    7500   -52.743    60.831
    7600   -48.865    56.126
    7700   -51.937    52.449
    7800   -58.993    57.336
    7900   -54.945    64.740
    8000   -54.852    53.056
    8100   -48.540    59.855
    8200   -51.524    57.435
    8300   -51.844    64.189
    8400   -50.604    57.676
    8500   -55.258    61.375
    8600   -57.588    61.116
    8700   -46.643    56.572
    8800   -46.771    50.051
    8900   -54.559    63.605
    9000   -45.773    56.677
    9100   -51.798    62.924
    9200   -54.715    56.653
    9300   -45.743    59.083
    9400   -53.095    62.361
    9500   -51.523    62.229
    9600   -46.669    58.830
    9700   -48.097    60.458
    9800   -50.152    59.617
    9900   -47.836    45.939
   10000   -63.023    53.004
   10100   -49.749    56.548
   10200   -49.745    58.570
   10300   -51.611    65.210
   10400   -57.580    61.474
   10500   -53.524    55.588
   10600   -57.260    59.087
   10700   -47.817    60.616
   10800   -50.560    61.157
   10900   -49.241    56.265
   11000   -55.276    52.187
   11100   -44.912    54.979
   11200   -49.764    58.172
   11300   -47.261    57.805
   11400   -61.088    61.138
   11500   -49.078    56.553
   11600   -49.089    61.581
   11700   -56.155    63.527
   11800   -43.485    60.219
   11900   -56.579    72.108
   12000   -45.047    60.908
   12100   -58.252    59.340
   12200   -41.666    65.445
   12300   -54.864    58.826
   12400   -55.978    60.157
   12500   -48.554    56.880
   12600   -50.634    66.082
   12700   -50.048    60.788
   12800   -52.841    60.181
   12900   -43.789    56.715
   13000   -52.549    60.644
   13100   -54.824    59.642
   13200   -50.606    56.776
   13300   -50.387    66.016
   13400   -55.313    66.002
   13500   -49.891    59.676
   13600   -53.899    58.318
   13700   -55.154    56.146
   13800   -52.752    57.892
   13900   -56.962    56.099
   14000   -54.174    56.323
   14100   -54.686    62.752
   14200   -54.369    56.971
   14300   -47.974    57.064
   14400   -47.063    62.819
   14500   -45.449    63.443
   14600   -51.956    64.680
   14700   -50.775    53.613
   14800   -49.310    71.728
   14900   -49.832    60.407
   15000   -51.486    56.493
   15100   -53.355    58.615
   15200   -45.518    55.923
   15300   -48.290    58.209
   15400   -55.177    57.840
   15500   -52.651    62.248
   15600   -51.444    59.089
   15700   -51.833    66.407
   15800   -43.792    62.581
