       0  -122.289    46.927
     100  -115.653    43.873
     200  -125.224    42.264
     300  -120.567    43.124
     400  -113.474    39.036
     500  -116.577    49.777
     600  -122.518    45.735
     700  -117.780    45.576
     800  -129.622    37.888
     900  -116.316    41.259
    1000  -121.075    38.588
    1100  -127.127    38.556
    1200  -124.132    44.978
    1300  -116.596    38.625
    1400  -117.355    42.703
    1500  -116.181    46.907
    1600  -119.688    42.786
    1700  -121.645    32.191
    1800  -122.771    37.842
    1900  -122.378    39.662
    2000  -120.622    45.777
    2100  -110.714    38.591
    2200  -119.276    41.013
    2300  -111.529    38.437
    2400  -115.347    38.021
    2500  -125.690    38.343
    2600  -116.085    44.092
    2700  -118.557    42.806
    2800  -123.239    43.995
    2900  -116.663    44.115
    3000  -120.104    43.356
    3100  -122.065    44.467
    3200  -122.521    47.974
    3300  -118.259    43.105
    3400  -118.964    50.054
    3500  -121.281    43.398
    3600  -123.883    40.576
    3700  -119.608    51.905
    3800  -116.465    44.213
    3900  -119.328    47.592
    4000  -118.038    45.322
    4100  -119.149    53.783
    4200  -126.570    48.196
    4300  -125.973    51.643
    4400  -119.846    46.489
    4500  -121.725    43.880
    4600  -123.951    46.919
    4700  -126.557    54.947
    4800  -128.996    46.779
    4900  -122.665    48.771
    5000  -114.989    48.403
    5100  -126.401    45.950
    5200  -118.226    50.148
    5300  -124.935    50.262
    5400  -117.352    35.572
    5500  -114.561    39.327
    5600  -117.207    46.052
    5700  -119.138    49.593
    5800  -125.414    46.492
    5900  -120.554    43.086
    6000  -121.403    40.961
    6100  -114.753    45.633
    6200  -113.201    41.085
    6300  -123.491    40.326
    6400  -114.694    40.578
    6500  -119.767    45.913
    6600  -123.276    41.471
    6700  -125.448    45.026
    6800  -118.456    44.285
    6900  -121.820    35.182
    7000  -112.743    40.205
    7100  -109.685    39.150
    7200  -129.199    43.223
    7300  -125.925    50.751
    7400  -125.925    53.218
    7500  -131.682    49.749
    7600  -114.350    47.045
    7700  -114.904    44.494
    7800  -120.026    50.479
    7900  -123.531    49.281
    8000  -124.098    42.679
    8100  -126.371    38.995
    8200  -117.877    42.409
    8300  -125.654    42.730
    8400  -129.300    23.017
    8500  -122.638    38.471
    8600  -111.162    40.150
    8700  -116.252    41.260
    8800  -119.533    42.075
    8900  -124.405    41.976
    9000  -120.675    44.583
    9100  -124.907    43.148
    9200  -125.077    48.206
    9300  -119.576    42.000
    9400  -124.075    43.305
    9500  -120.632    52.163
    9600  -121.300    50.543
    9700  -119.085    45.697
    9800  -119.293    51.902
    9900  -123.773    49.083
   10000  -120.608    45.853
   10100  -116.696    38.923
   10200  -114.880    48.348
   10300  -114.292    43.739
   10400  -116.105    40.947
   10500  -121.065    45.102
   10600  -120.971    45.556
   10700  -122.863    49.472
   10800  -130.971    45.571
   10900  -128.585    39.157
   11000  -121.189    44.450
   11100  -119.952    31.442
   11200  -111.017    40.675
   11300  -119.817    41.880
   11400  -121.052    46.572
   11500  -115.334    47.338
   11600  -128.303    45.989
   11700  -119.363    52.315
   11800  -121.766    36.724
   11900  -115.448    41.258
   12000  -127.750    39.279
   12100  -121.003    47.265
   12200  -113.419    43.861
   12300  -120.901    38.757
   12400  -126.168    37.714
   12500  -117.292    39.191
   12600  -115.165    39.779
   12700  -113.620    36.703
   12800  -125.274    42.834
   12900  -122.497    43.315
   13000  -114.321    46.666
   13100  -117.016    46.426
   13200  -121.154    43.416
   13300  -118.574    47.477
   13400  -114.864    44.505
   13500  -115.675    48.196
   13600  -121.757    46.773
   13700  -124.346    45.361
   13800  -126.755    49.365
   13900  -121.918    42.104
   14000  -120.651    44.123
   14100  -116.279    45.773
   14200  -117.956    45.538
   14300  -120.769    42.581
   14400  -126.121    50.152
   14500  -119.171    46.362
   14600  -117.408    48.820
   14700  -119.965    40.173
   14800  -115.791    40.523
   14900  -123.539    39.655
   15000  -120.387    39.119
   15100  -117.523    35.183
   15200  -116.681    42.657
   15300  -125.505    38.478
   15400  -116.698    48.912
   15500  -127.466    45.080
   15600  -118.816    44.515
   15700  -119.842    49.323
   15800  -123.098    53.404
   15900  -119.624    47.163
   16000  -126.579    45.643
   16100  -123.367    46.566
   16200  -120.233    47.626
   16300  -119.015    43.583
   16400  -118.165    52.823
   16500  -115.806    39.790
   16600  -112.753    51.766
   16700  -115.919    48.002
   16800  -122.591    50.623
