       0   -26.347   159.782
     100   -29.069   167.201
     200   -33.201   170.483
     300   -24.440   161.742
     400   -20.537   161.623
     500   -21.147   165.018
     600   -19.799   151.631
     700   -25.963   160.777
     800   -15.457   157.482
     900   -23.486   161.399
    1000   -17.920   159.400
    1100   -22.718   161.780
    1200   -28.376   157.524
    1300   -22.070   159.450
    1400   -22.357   160.190
    1500   -21.600   160.566
    1600   -21.615   151.720
    1700   -16.627   159.972
    1800   -24.319   168.443
    1900   -19.286   155.743
    2000   -27.980   166.551
    2100   -27.894   163.194
    2200   -25.689   161.203
    2300   -16.238   169.129
    2400   -23.215   164.994
    2500   -27.757   158.479
    2600   -24.415   159.497
    2700   -24.416   161.720
    2800   -18.265   161.687
    2900   -25.724   152.045
    3000   -21.424   159.063
    3100   -20.025   161.867
    3200   -18.606   168.248
    3300   -21.381   168.364
    3400   -17.942   165.656
    3500   -22.454   157.680
    3600   -23.481   154.543
    3700   -24.025   164.210
    3800   -21.574   159.585
    3900   -14.930   156.618
    4000   -16.828   152.201
    4100   -18.292   166.223
    4200   -22.137   156.621
    4300   -26.651   159.899
    4400   -25.381   159.316
    4500   -29.737   158.549
    4600   -23.536   161.908
    4700   -18.787   156.686
    4800   -24.659   158.216
    4900   -30.216   156.896
    5000   -29.375   159.652
    5100   -25.159   161.924
    5200   -23.151   156.976
    5300   -16.113   157.355
    5400   -27.318   163.545
    5500   -13.386   157.743
    5600   -22.529   160.930
    5700   -22.478   160.250
    5800   -29.364   161.657
    5900   -21.803   162.970
    6000   -18.979   157.546
    6100   -28.750   164.201
    6200   -23.300   160.472
    6300   -19.428   158.514
    6400   -21.642   160.337
    6500   -27.670   160.948
    6600   -21.061   150.628
    6700   -14.401   160.980
    6800   -25.105   159.861
    6900   -20.640   155.186
    7000   -19.818   157.092
    7100   -17.757   156.743
    7200   -24.059   157.536
    7300   -22.578   158.659
    7400   -24.639   161.327
    7500   -16.664   161.976
    7600   -19.188   159.745
    7700   -25.910   163.871
    7800   -20.524   160.119
    7900   -16.906   165.367
    8000   -15.206   159.848
    8100   -27.120   161.683
    8200   -27.123   162.106
    8300   -22.867   161.465
    8400   -23.728   155.415
    8500   -28.178   160.949
    8600   -24.466   154.983
    8700   -19.873   148.844
    8800   -20.965   156.096
    8900   -26.283   164.024
    9000   -24.113   166.471
    9100   -24.304   165.487
    9200   -19.662   161.669
    9300   -26.691   162.870
    9400   -25.108   169.658
    9500   -22.105   164.376
    9600   -14.772   155.571
    9700   -24.155   167.002
    9800   -19.823   164.760
    9900   -25.237   161.022
   10000   -22.214   158.880
   10100   -25.832   157.037
   10200   -15.213   163.216
   10300   -21.665   165.782
   10400   -20.775   164.667
   10500   -16.859   161.081
   10600   -19.388   157.589
   10700   -27.632   157.582
   10800   -15.279   165.555
   10900   -13.322   157.552
   11000   -26.741   157.868
   11100   -14.550   159.878
   11200   -31.170   155.440
   11300   -20.260   157.221
   11400   -24.285   156.404
   11500   -20.990   156.987
   11600   -28.602   161.464
   11700   -28.197   159.142
   11800   -26.033   165.327
   11900   -22.508   156.812
   12000   -29.362   154.972
   12100   -20.306   165.593
   12200   -19.703   161.270
   12300   -24.689   162.821
   12400   -26.520   153.715
   12500   -15.150   155.846
   12600   -25.184   152.413
   12700   -20.063   159.018
   12800   -30.946   159.878
   12900   -24.985   161.006
   13000   -20.717   162.150
   13100   -24.650   159.727
   13200   -17.666   162.407
   13300   -23.458   166.257
   13400   -21.395   163.202
   13500   -26.235   155.768
   13600   -27.381   166.487
   13700   -21.526   163.860
   13800   -18.933   162.163
   13900   -23.136   164.107
   14000   -22.736   157.720
   14100   -27.602   157.614
   14200   -15.326   161.365
   14300   -24.937   155.775
   14400   -22.929   165.295
   14500   -19.161   155.207
   14600   -19.820   159.301
   14700   -25.863   164.973
   14800   -19.305   162.273
   14900   -23.887   160.356
   15000   -21.525   156.778
   15100   -24.066   154.960
   15200   -19.443   168.980
   15300   -17.225   163.243
   15400   -25.088   170.112
   15500   -26.748   160.240
   15600   -21.721   164.234
   15700   -21.323   155.197
   15800   -26.140   162.380
   15900   -17.712   158.278
   16000   -20.268   162.229
   16100   -14.735   156.256
   16200   -25.666   161.926
   16300   -32.016   164.111
   16400   -21.976   166.712
   16500   -24.684   158.410
   16600   -24.997   160.096
   16700   -26.894   157.895
   16800   -25.697   159.453
   16900   -14.887   155.798
   17000   -29.431   154.796
   17100   -19.309   158.364
   17200   -20.141   159.809
   17300   -19.255   163.061
   17400   -21.485   157.414
   17500   -18.741   158.025
   17600   -25.478   153.557
   17700   -24.790   157.188
   17800   -25.624   159.347
   17900   -28.359   152.619
   18000   -22.956   162.409
   18100   -21.711   161.156
   18200   -21.405   162.083
   18300   -19.831   162.095
   18400   -14.406   161.367
   18500   -20.662   164.713
   18600   -26.075   153.786
   18700   -12.320   153.061
   18800   -23.434   162.709
   18900   -22.950   155.425
   19000   -22.101   161.089
   19100   -26.744   163.659
   19200   -16.628   156.050
   19300   -21.801   161.661
   19400   -23.301   162.434
   19500   -19.324   166.155
   19600   -21.537   160.810
   19700   -22.116   158.922
   19800   -23.876   169.020
   19900   -30.884   171.438
   20000   -19.894   160.397
   20100   -25.597   158.862
   20200   -17.289   158.920
   20300   -29.288   162.008
   20400   -21.686   164.210
   20500   -24.484   167.614
   20600   -19.734   164.957
   20700   -24.882   163.158
   20800   -26.758   167.537
   20900   -27.106   163.055
   21000   -24.827   160.466
   21100   -27.267   160.372
   21200   -21.043   155.431
   21300   -33.515   156.993
   21400   -23.861   157.537
   21500   -24.317   162.629
   21600   -19.116   160.441
   21700   -23.556   164.048
   21800   -21.497   161.979
   21900   -25.883   148.403
   22000   -25.839   150.893
   22100   -19.527   162.689
   22200   -19.629   159.958
   22300   -21.843   164.472
   22400   -28.320   166.167
   22500   -19.567   165.675
   22600   -20.804   157.136
   22700   -23.000   165.509
   22800   -16.820   160.641
   22900   -16.080   158.135
   23000   -27.965   163.770
   23100   -30.850   153.134
   23200   -21.070   149.590
   23300   -29.662   154.073
   23400   -26.055   169.134
   23500   -18.100   156.140
   23600   -15.692   160.079
   23700   -21.253   152.573
   23800   -20.833   159.858
   23900   -20.060   166.721
   24000   -26.093   166.500
   24100   -18.087   155.763
   24200   -29.610   167.531
   24300   -23.750   161.273
   24400   -17.929   158.634
   24500   -25.862   156.211
   24600   -23.502   157.174
   24700   -22.463   154.396
   24800   -25.286   158.625
   24900   -22.878   163.786
   25000   -22.946   156.832
   25100   -23.804   152.839
   25200   -24.372   156.205
   25300   -21.667   157.379
   25400   -23.009   164.668
   25500   -18.694   157.119
   25600   -23.699   162.050
   25700   -25.089   160.387
   25800   -21.045   159.097
   25900   -22.106   159.458
   26000   -26.586   149.162
   26100   -30.680   162.209
   26200   -21.062   162.819
   26300   -34.360   162.830
   26400   -28.536   157.454
   26500   -24.166   158.422
   26600   -22.529   153.341
   26700   -27.865   157.503
   26800   -18.090   163.210
   26900   -21.957   161.534
   27000   -23.377   163.576
   27100   -21.985   157.586
   27200   -21.151   165.618
   27300   -24.056   160.879
   27400   -24.770   160.658
   27500   -26.136   161.376
   27600   -20.763   159.747
   27700   -28.059   164.649
   27800   -20.338   163.123
   27900   -24.045   168.142
   28000   -20.752   162.264
   28100   -22.209   160.842
   28200   -25.405   159.321
   28300   -20.178   159.074
   28400   -13.713   151.950
   28500   -21.663   160.157
   28600   -25.330   163.013
   28700   -28.541   161.583
   28800   -22.970   163.182
   28900   -19.759   163.160
   29000   -23.850   160.972
   29100   -22.308   166.718
   29200   -19.365   156.561
   29300   -19.996   159.767
   29400   -34.464   160.581
   29500   -27.691   161.830
   29600   -30.213   162.233
   29700   -23.229   166.668
   29800   -17.334   150.731
   29900   -24.929   152.450
   30000   -26.159   164.807
   30100   -26.118   161.112
   30200   -23.397   158.657
   30300   -20.497   158.740
