0.100000 0.026826
0.100000 0.048126
0.100000 0.026167
0.100000 0.003325
0.100000 0.005801
0.100000 -0.000439
0.100000 0.047029
0.100000 0.052282
0.100000 0.037574
0.100000 0.066489
0.100000 0.217396
0.100000 0.255099
0.100000 0.362069
0.100000 0.326626
0.100000 0.412104
0.100000 0.449322
0.100000 0.439887
0.100000 0.460934
0.100000 0.479567
0.100000 0.491523
0.100000 0.404658
0.100000 0.395569
0.100000 0.459478
0.100000 0.441424
0.100000 0.438200
0.100000 0.430335
0.100000 0.363689
0.100000 0.397377
0.100000 0.464075
0.100000 0.384443
0.100000 0.379837
0.100000 0.391237
0.100000 0.389823
0.100000 0.370408
0.100000 0.413876
0.100000 0.351512
0.100000 0.440365
0.100000 0.464367
0.100000 0.383780
0.100000 0.328031
0.100000 0.333060
0.100000 0.304611
0.100000 0.208741
0.100000 0.200838
0.100000 0.237170
0.100000 0.144679
0.100000 0.161324
0.100000 0.132972
0.100000 0.059489
0.100000 0.061015
0.100000 0.154847
0.100000 0.132826
0.100000 0.141965
0.100000 0.123169
0.100000 0.137977
0.100000 0.213069
0.100000 0.233981
0.100000 0.249798
0.100000 0.285497
0.100000 0.220290
0.100000 0.245729
0.100000 0.262827
0.100000 0.299674
0.100000 0.273207
0.100000 0.326805
0.100000 0.383681
0.100000 0.431277
0.100000 0.428570
0.100000 0.387062
0.100000 0.324950
0.100000 0.292328
0.100000 0.310237
0.100000 0.336928
0.100000 0.308386
0.100000 0.351922
0.100000 0.406753
0.100000 0.359624
0.100000 0.299892
0.100000 0.306514
0.100000 0.212042
0.100000 0.194078
0.100000 0.180368
0.100000 0.226450
0.100000 0.266526
0.100000 0.238120
0.100000 0.220606
0.100000 0.220944
0.100000 0.226055
0.100000 0.283881
0.100000 0.306016
0.100000 0.289516
0.100000 0.369572
0.100000 0.339681
0.100000 0.366744
0.100000 0.413265
0.100000 0.471585
0.100000 0.459507
0.100000 0.382087
0.100000 0.325039
0.100000 0.373073
0.010000 0.385870
0.010000 0.384948
0.010000 0.382539
0.010000 0.370464
0.010000 0.377176
0.010000 0.361284
0.010000 0.363609
0.010000 0.361646
0.010000 0.368261
0.010000 0.366452
0.010000 0.339460
0.010000 0.344323
0.010000 0.324825
0.010000 0.315556
0.010000 0.321194
0.010000 0.307434
0.010000 0.326771
0.010000 0.337736
0.010000 0.331308
0.010000 0.317823
0.010000 0.312114
0.010000 0.308661
0.010000 0.311040
0.010000 0.320919
0.010000 0.330986
0.010000 0.342848
0.010000 0.341973
0.010000 0.345849
0.010000 0.346817
0.010000 0.344035
0.010000 0.337064
0.010000 0.361677
0.010000 0.370207
0.010000 0.365133
0.010000 0.375759
0.010000 0.392635
0.010000 0.388196
0.010000 0.403187
0.010000 0.427475
0.010000 0.437935
0.010000 0.429639
0.010000 0.424362
0.010000 0.410457
0.010000 0.395572
0.010000 0.399020
0.010000 0.390880
0.010000 0.374969
0.010000 0.404940
0.010000 0.382275
0.010000 0.376971
0.010000 0.375641
0.010000 0.372749
0.010000 0.389205
0.010000 0.391061
0.010000 0.422058
0.010000 0.432549
0.010000 0.442337
0.010000 0.452500
0.010000 0.440296
0.010000 0.445705
0.010000 0.430322
0.010000 0.412132
0.010000 0.383252
0.010000 0.382383
0.010000 0.394347
0.010000 0.410755
0.010000 0.426144
0.010000 0.399475
0.010000 0.378399
0.010000 0.353345
0.010000 0.370938
0.010000 0.369589
0.010000 0.379088
0.010000 0.363615
0.010000 0.351499
0.010000 0.364060
0.010000 0.325921
0.010000 0.316773
0.010000 0.303057
0.010000 0.308562
0.010000 0.295695
0.010000 0.288005
0.010000 0.281159
0.010000 0.292948
0.010000 0.299308
0.010000 0.277714
0.010000 0.291173
0.010000 0.296805
0.010000 0.274125
